headline/main,pub_date,web_url,headline/content_kicker,headline/kicker,
Trump and Clinton Clash Over Trade,16-09-27,http://www.nytimes.com/video/us/politics/100000004674128/trump-and-clinton-clash-over-trade.html,,,
"Neither Trump, Clinton Exactly Right About Stop-And Frisk",16-09-27,http://www.nytimes.com/aponline/2016/09/27/us/ap-us-campaign-2016-stop-and-frisk.html,"Neither Trump, Clinton Exactly Right About Stop-And Frisk",,
Trump and Clinton Discuss Alicia Machado,16-09-27,http://www.nytimes.com/video/us/politics/100000004674290/trump-and-clinton-discuss-alicia-machado.html,,,
"Blige, Clinton Interview Clips Face Ridicule Online",16-09-27,http://www.nytimes.com/aponline/2016/09/27/us/ap-us-people-mary-j-blige-hillary-clinton.html,"Blige, Clinton Interview Clips Face Ridicule Online",,
Clinton Campaigns in North Carolina,16-09-27,http://www.nytimes.com/video/us/politics/100000004674900/clinton-campaigns-in-north-carolina.html,,,
Prediction Markets Score the Debate a Rout: Clinton Over Trump,16-09-28,http://www.nytimes.com/2016/09/28/upshot/prediction-markets-score-it-a-rout-clinton-over-trump.html,,The 2016 Race,The Upshot
Debate Takeaways: Hillary Clinton Digs In and Prevails,16-09-28,http://www.nytimes.com/2016/09/28/us/politics/debate-highlights.html,,,
"Hillary Clinton, at Ease Onstage, Seems Utterly Herself",16-09-28,http://www.nytimes.com/2016/09/28/us/politics/hillary-clinton-debate.html,,,
How Did They Do? A Trump-Clinton Debate Sampler,16-09-28,http://www.nytimes.com/2016/09/28/opinion/how-did-they-do-a-trump-clinton-debate-sampler.html,How Did They Do? A Debate Sampler,,
Hillary Clinton Will Not Be Manterrupted,16-09-28,http://www.nytimes.com/2016/09/28/opinion/campaign-stops/hillary-clinton-will-not-be-manterrupted.html,,,
I Muted Donald Trump and Hillary Clinton During the Debate. I Still Knew the Score.,16-09-28,http://www.nytimes.com/2016/09/28/us/politics/trump-clinton-debate-body-language.html,Muting the Debate but Knowing the Score,,
"U.S. Congress, El Cajon, Hillary Clinton: Your Wednesday Evening Briefing",16-09-28,http://www.nytimes.com/2016/09/28/briefing/us-congress-el-cajon.html,Your Evening Briefing,,
FBI Director Again Defends Integrity of Clinton Email Probe,16-09-28,http://www.nytimes.com/aponline/2016/09/28/us/politics/ap-us-congress-fbi-director.html,FBI Director Again Defends Integrity of Clinton Email Probe,,
AP-GfK Poll: Voters Question Clinton Health Despite Reports,16-09-28,http://www.nytimes.com/aponline/2016/09/28/us/politics/ap-us-campaign-2016-medical-records.html,AP-GfK Poll: Voters Question Clinton Health Despite Reports,,
Majority of Americans Say Clinton Won First Debate Against Trump: Reuters/Ipsos Poll,16-09-28,http://www.nytimes.com/reuters/2016/09/28/us/politics/28reuters-usa-election-poll.html,,,
Early Votes: High Interest Buoys Clinton in Key States,16-09-28,http://www.nytimes.com/aponline/2016/09/28/us/politics/ap-us-campaign-2016-early-voting.html,,,
Clinton and Sanders Sell Young Voters Eying Third-Parties,16-09-28,http://www.nytimes.com/aponline/2016/09/28/us/politics/ap-us-campaign-2016-clinton-sanders.html,,,
Sanders Backs Clinton in New Hampshire,16-09-28,http://www.nytimes.com/video/us/elections/100000004678210/sanders-backs-clinton-in-new-hampshire.html,,,
Questions to Consider if Your Trump-Clinton Vote DoesnÕt Really Count,16-09-29,http://www.nytimes.com/2016/09/29/upshot/if-your-vote-doesnt-really-count-is-there-anything-you-can-do.html,The 2016 Race,The Upshot,
Trump and Clinton Move From First Debate Into Swing States,16-09-29,http://www.nytimes.com/2016/09/29/us/politics/trump-clinton-events.html,,,
Obama and Bill Clinton to Travel to Israel to Honor Shimon Peres,16-09-29,http://www.nytimes.com/2016/09/29/world/middleeast/shimon-peres-israel.html,,,
Old Foes Bernie Sanders and Hillary Clinton Team Up to Woo the Kids,16-09-29,http://www.nytimes.com/2016/09/29/us/politics/bernie-sanders-hillary-clinton.html,,,
"WhoÕs Really Older, Trump or Clinton?",16-09-29,http://www.nytimes.com/2016/09/29/opinion/whos-really-older-trump-or-clinton.html,Op-Ed Columnist,Op-Ed Columnist,
Early Votes: High Interest Buoys Clinton in Key States,16-09-29,http://www.nytimes.com/aponline/2016/09/29/us/politics/ap-us-campaign-2016-early-voting.html,,,
Clinton Vows to Retaliate Against Foreign Hackers,16-09-29,http://www.nytimes.com/aponline/2016/09/29/us/politics/ap-us-campaign-2016-hackers.html,,,
Trump Goes After Clinton _ Bill Clinton _ in Rancorous Race,16-09-29,http://www.nytimes.com/aponline/2016/09/29/us/politics/ap-us-campaign-2016.html,,,
Mary J. Blige Explains Why She Sang to Clinton During Talk,16-09-29,http://www.nytimes.com/aponline/2016/09/29/arts/ap-us-mary-j-blige-hillary-clinton.html,,,
Clinton Struggling to Win Over the Young Voters She Needs,16-09-29,http://www.nytimes.com/aponline/2016/09/29/us/politics/ap-us-campaign-2016-young-voters.html,,,
The Subtle Phrases Hillary Clinton Uses to Sway Black Voters,16-09-30,http://www.nytimes.com/2016/09/30/us/politics/hillary-clinton-black-voters.html,,,
"In Hacked Audio, Hillary Clinton Rethinks ObamaÕs Nuclear Upgrade Plan",16-09-30,http://www.nytimes.com/2016/09/30/us/politics/hillary-clinton-obama-nuclear-policy.html,,,
How the Clinton-Trump Race Got Close,16-09-30,http://www.nytimes.com/2016/09/30/opinion/how-the-clinton-trump-race-got-close.html,,,
What Carmela Soprano Understood About Hillary Clinton,16-09-30,http://www.nytimes.com/2016/09/30/podcasts/what-carmela-soprano-understood-about-hillary-clinton.html,,,
"Trump Goes on Offensive Against Former Beauty Queen, Clinton Calls Him 'Unhinged'",16-09-30,http://www.nytimes.com/reuters/2016/09/30/us/politics/30reuters-usa-election-trump.html,,,
"Clinton Calls Trump Twitter Tirade 'Unhinged, Even for Him'",16-09-30,http://www.nytimes.com/aponline/2016/09/30/us/ap-us-campaign-2016-clinton.html,,,
Clinton in a Landslide _ in Endorsements: Do They Matter?,16-09-30,http://www.nytimes.com/aponline/2016/09/30/arts/ap-us-campaign-2016-election-endorsements.html,,,
Polls Show Debate Performance Gave Hillary Clinton a Lift,16-10-01,http://www.nytimes.com/2016/10/01/us/politics/presidential-election-polls.html,,,
Will Donald Trump Play Infidelity Card at Debate? Clinton Camp Girds,16-10-01,http://www.nytimes.com/2016/10/01/us/politics/hillary-bill-clinton-donald-trump.html,,,
Donald Trump Opens New Line of Attack on Hillary Clinton: Her Marriage,16-10-01,http://www.nytimes.com/2016/10/01/us/politics/donald-trump-interview-bill-hillary-clinton.html,ClintonsÕ Marriage Is TrumpÕs New Line of Attack,,
"Clinton Wins Endorsements, but They May Not Hold Much Sway",16-10-01,http://www.nytimes.com/aponline/2016/10/01/us/politics/ap-us-campaign-2016-election-endorsements.html,"Clinton Wins Endorsements, but They May Not Hold Much Sway",,
"Governor Hopefuls Distancing Themselves From Clinton, Trump",16-10-01,http://www.nytimes.com/aponline/2016/10/01/us/politics/ap-us-campaign-2016-governors.html,"Governor Hopefuls Distancing Themselves From Clinton, Trump",,
The Latest: Clinton Campaign Seizes on Trump Tax Report,16-10-01,http://www.nytimes.com/aponline/2016/10/01/us/politics/ap-us-campaign-2016-the-latest.html,The Latest: Clinton Campaign Seizes on Trump Tax Report,,
"In Search of Rebound, Trump Ramps Up Attacks on Clinton",16-10-01,http://www.nytimes.com/reuters/2016/10/01/us/politics/01reuters-usa-election-trump.html,"In Search of Rebound, Trump Ramps Up Attacks on Clinton",,
